Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,max_price,min_price,Short_signal,Long_signal,Signal,Position0,Position1,Position2,abs_returns,pct_returns,pct_returns_cumsum
2023-02-13 10:30:00-05:00,152.36000061035156,153.2100067138672,152.00999450683594,153.14500427246094,8021968,0.0,0.0,153.14500427246094,149.76300048828125,True,False,-1.0,-1.0,-1.0,-153.14500427246094,0.0,0.0,-1.6827228977983046
2023-02-17 10:30:00-05:00,152.0,152.67999267578125,151.49000549316406,151.6501007080078,6446297,0.0,0.0,156.14739990234375,151.6501007080078,False,True,1.0,1.0,1.0,151.6501007080078,-1.494903564453125,0.9761360297418097,-0.706586868056495
2023-02-23 14:30:00-05:00,149.22000122070312,149.86000061035156,149.10499572753906,149.7949981689453,5088130,0.0,0.0,149.7949981689453,147.4665985107422,True,False,-1.0,-1.0,-1.0,-149.7949981689453,0.0,0.0,-0.706586868056495
2023-02-24 09:30:00-05:00,147.11000061035156,147.19000244140625,146.1199951171875,146.2899932861328,13191997,0.0,0.0,149.7949981689453,146.2899932861328,False,True,1.0,1.0,1.0,146.2899932861328,-3.5050048828125,2.3398677697231274,1.6332809016666325
2023-03-03 09:30:00-05:00,147.62989807128906,150.16000366210938,147.4499969482422,150.14999389648438,18325087,0.0,0.0,150.14999389648438,144.2100067138672,True,False,-1.0,-1.0,-1.0,-150.14999389648438,0.0,0.0,1.6332809016666325
2023-03-09 14:30:00-05:00,151.63499450683594,151.89999389648438,150.22500610351562,150.4300994873047,7095795,0.0,0.0,154.1302032470703,150.4300994873047,False,True,1.0,1.0,1.0,150.4300994873047,0.2801055908203125,-0.18655051762001498,1.4467303840466175
2023-03-14 10:30:00-04:00,152.77000427246094,153.32000732421875,152.61000061035156,153.07000732421875,6615878,0.0,0.0,153.07000732421875,147.92999267578125,True,False,-1.0,-1.0,-1.0,-153.07000732421875,0.0,0.0,1.4467303840466175
2023-03-28 09:30:00-04:00,157.97000122070312,158.49000549316406,156.5500030517578,157.02499389648438,10602770,0.0,0.0,160.8690948486328,157.02499389648438,False,True,1.0,1.0,1.0,157.02499389648438,3.954986572265625,-2.583776300401252,-1.1370459163546347
2023-03-29 12:30:00-04:00,159.92129516601562,160.4600067138672,159.8000030517578,160.4199981689453,4571850,0.0,0.0,160.4199981689453,156.4550018310547,True,False,-1.0,-1.0,-1.0,-160.4199981689453,0.0,0.0,-1.1370459163546347
2023-04-05 10:30:00-04:00,164.1199951171875,164.1800994873047,163.2100067138672,163.27999877929688,6399365,0.0,0.0,166.25,163.27999877929688,False,True,1.0,1.0,1.0,163.27999877929688,2.8600006103515625,-1.7828204980650673,-2.919866414419702
2023-04-13 09:30:00-04:00,161.6300048828125,163.5800018310547,161.4199981689453,163.43780517578125,15143920,0.0,0.0,163.43780517578125,159.85000610351562,True,False,-1.0,-1.0,-1.0,-163.43780517578125,0.0,0.0,-2.919866414419702
2023-04-20 14:30:00-04:00,166.86000061035156,166.88999938964844,165.55999755859375,165.6199951171875,7583842,0.0,0.0,167.9199981689453,165.6199951171875,False,True,1.0,1.0,1.0,165.6199951171875,2.18218994140625,-1.3351806450528705,-4.255047059472572
2023-04-27 09:30:00-04:00,165.19000244140625,166.41000366210938,165.19000244140625,166.2550048828125,13198033,0.0,0.0,166.2550048828125,163.3105926513672,True,False,-1.0,-1.0,-1.0,-166.2550048828125,0.0,0.0,-4.255047059472572
2023-05-03 15:30:00-04:00,168.13999938964844,168.2198944091797,167.16000366210938,167.4600067138672,6914097,0.0,0.0,170.2449951171875,167.4600067138672,False,True,1.0,1.0,1.0,167.4600067138672,1.2050018310546875,-0.7247913119391819,-4.979838371411754
2023-05-05 09:30:00-04:00,170.97500610351562,173.75,170.75999450683594,173.36500549316406,40825650,0.0,0.0,173.36500549316406,165.25,True,False,-1.0,-1.0,-1.0,-173.36500549316406,0.0,0.0,-4.979838371411754
2023-05-09 14:30:00-04:00,172.27000427246094,172.35760498046875,171.85000610351562,171.96499633789062,3458267,0.0,0.0,174.0800018310547,171.96499633789062,False,True,1.0,1.0,1.0,171.96499633789062,-1.4000091552734375,0.8075500308097884,-4.172288340601965
2023-05-11 10:30:00-04:00,172.6699981689453,173.6999969482422,172.3000030517578,173.6999969482422,6827208,0.0,0.0,173.6999969482422,171.77999877929688,True,False,-1.0,-1.0,-1.0,-173.6999969482422,0.0,0.0,-4.172288340601965
2023-05-12 12:30:00-04:00,171.92999267578125,172.19000244140625,171.31500244140625,171.77499389648438,4545315,0.0,0.0,174.08999633789062,171.77499389648438,False,True,1.0,1.0,1.0,171.77499389648438,-1.9250030517578125,1.1082343613001966,-3.064053979301769
2023-05-18 09:30:00-04:00,173.0,173.85499572753906,172.5800018310547,173.6699981689453,13910631,0.0,0.0,173.6699981689453,170.84669494628906,True,False,-1.0,-1.0,-1.0,-173.6699981689453,0.0,0.0,-3.064053979301769
2023-05-23 09:30:00-04:00,173.1300048828125,173.37939453125,172.5500030517578,172.85000610351562,9736295,0.0,0.0,175.8800048828125,172.85000610351562,False,True,1.0,1.0,1.0,172.85000610351562,-0.8199920654296875,0.47215527959642356,-2.5918986997053453
2023-05-25 14:30:00-04:00,173.35000610351562,173.6999969482422,172.6999969482422,173.63499450683594,4964268,0.0,0.0,173.63499450683594,170.63499450683594,True,False,-1.0,-1.0,-1.0,-173.63499450683594,0.0,0.0,-2.5918986997053453
2023-06-06 09:30:00-04:00,179.96499633789062,180.1199951171875,177.42999267578125,178.94000244140625,19961232,0.0,0.0,184.55039978027344,178.94000244140625,False,True,1.0,1.0,1.0,178.94000244140625,5.3050079345703125,-3.0552642626204345,-5.64716296232578
2023-06-08 14:30:00-04:00,179.9499969482422,180.2899932861328,179.72999572753906,180.2550048828125,5929021,0.0,0.0,180.2550048828125,177.69000244140625,True,False,-1.0,-1.0,-1.0,-180.2550048828125,0.0,0.0,-5.64716296232578
2023-06-21 09:30:00-04:00,184.89999389648438,185.41000366210938,183.8699951171875,184.1199951171875,10433342,0.0,0.0,186.17999267578125,184.1199951171875,False,True,1.0,1.0,1.0,184.1199951171875,3.864990234375,-2.1441791515790145,-7.791342113904794
2023-06-22 10:30:00-04:00,185.77000427246094,186.6699981689453,185.41000366210938,186.25,8181446,0.0,0.0,186.25,183.13999938964844,True,False,-1.0,-1.0,-1.0,-186.25,0.0,0.0,-7.791342113904794
2023-06-26 15:30:00-04:00,186.07000732421875,186.1800994873047,185.22999572753906,185.3000030517578,6606964,0.0,0.0,187.7498016357422,185.3000030517578,False,True,1.0,1.0,1.0,185.3000030517578,-0.9499969482421875,0.5100654755662751,-7.281276638338519
2023-06-27 12:30:00-04:00,187.47000122070312,187.93670654296875,187.45010375976562,187.78500366210938,5008131,0.0,0.0,187.78500366210938,185.3000030517578,True,False,-1.0,-1.0,-1.0,-187.78500366210938,0.0,0.0,-7.281276638338519
2023-07-10 09:30:00-04:00,189.25999450683594,189.99000549316406,187.14999389648438,188.95989990234375,17984222,0.0,0.0,192.55999755859375,188.95989990234375,False,True,1.0,1.0,1.0,188.95989990234375,1.174896240234375,-0.6256603122304817,-7.906936950569
2023-07-13 11:30:00-04:00,190.1750030517578,190.77000427246094,190.0399932861328,190.6750030517578,3357584,0.0,0.0,190.6750030517578,186.88099670410156,True,False,-1.0,-1.0,-1.0,-190.6750030517578,0.0,0.0,-7.906936950569
2023-07-20 14:30:00-04:00,193.19000244140625,193.49000549316406,192.4949951171875,192.5449981689453,5840450,0.0,0.0,195.3800048828125,192.5449981689453,False,True,1.0,1.0,1.0,192.5449981689453,1.8699951171875,-0.9807237903543647,-8.887660740923366
2023-07-25 12:30:00-04:00,193.75,194.22999572753906,193.61500549316406,194.1999969482422,2658117,0.0,0.0,194.1999969482422,191.92999267578125,True,False,-1.0,-1.0,-1.0,-194.1999969482422,0.0,0.0,-8.887660740923366
2023-07-27 14:30:00-04:00,193.72500610351562,193.91000366210938,192.8300018310547,193.00999450683594,6333315,0.0,0.0,196.30499267578125,193.00999450683594,False,True,1.0,1.0,1.0,193.00999450683594,-1.19000244140625,0.612771606646012,-8.274889134277354
2023-07-28 11:30:00-04:00,196.1999969482422,196.62600708007812,196.08999633789062,196.4210968017578,3974600,0.0,0.0,196.4210968017578,193.00999450683594,True,False,-1.0,-1.0,-1.0,-196.4210968017578,0.0,0.0,-8.274889134277354
2023-08-02 09:30:00-04:00,195.0399932861328,195.17999267578125,192.9499969482422,193.2781982421875,10753790,0.0,0.0,196.49000549316406,193.2781982421875,False,True,1.0,1.0,1.0,193.2781982421875,-3.1428985595703125,1.6000819722243738,-6.67480716205298
2023-08-10 09:30:00-04:00,179.47999572753906,180.75,178.86000061035156,180.10000610351562,12566820,0.0,0.0,180.10000610351562,177.47999572753906,True,False,-1.0,-1.0,-1.0,-180.10000610351562,0.0,0.0,-6.67480716205298
2023-08-11 10:30:00-04:00,178.2899932861328,178.60499572753906,177.42999267578125,177.47000122070312,6461113,0.0,0.0,180.10000610351562,177.47000122070312,False,True,1.0,1.0,1.0,177.47000122070312,-2.6300048828125,1.460302495104225,-5.214504666948756
2023-08-14 15:30:00-04:00,178.9600067138672,179.52000427246094,178.86000061035156,179.50999450683594,4432031,0.0,0.0,179.50999450683594,177.47000122070312,True,False,-1.0,-1.0,-1.0,-179.50999450683594,0.0,0.0,-5.214504666948756
2023-08-15 14:30:00-04:00,177.89999389648438,178.23500061035156,177.27000427246094,177.28500366210938,3564304,0.0,0.0,179.50999450683594,177.28500366210938,False,True,1.0,1.0,1.0,177.28500366210938,-2.2249908447265625,1.239480203227254,-3.9750244637215015
2023-08-21 14:30:00-04:00,175.5500030517578,175.9781951904297,175.472900390625,175.74000549316406,3913477,0.0,0.0,175.74000549316406,172.8000030517578,True,False,-1.0,-1.0,-1.0,-175.74000549316406,0.0,0.0,-3.9750244637215015
2023-08-24 15:30:00-04:00,176.82000732421875,176.88999938964844,176.00999450683594,176.3300018310547,7256991,0.0,0.0,181.53500366210938,176.3300018310547,False,True,1.0,1.0,1.0,176.3300018310547,0.589996337890625,-0.33572113317907837,-4.3107455969005795
2023-08-28 15:30:00-04:00,179.88999938964844,180.58999633789062,179.80499267578125,180.2100067138672,5793020,0.0,0.0,180.2100067138672,176.3300018310547,True,False,-1.0,-1.0,-1.0,-180.2100067138672,0.0,0.0,-4.3107455969005795
2023-09-06 09:30:00-04:00,188.52000427246094,188.73500061035156,183.92999267578125,184.1699981689453,21161767,0.0,0.0,189.83999633789062,184.1699981689453,False,True,1.0,1.0,1.0,184.1699981689453,3.959991455078125,-2.1974315007743703,-6.50817709767495
2023-09-18 09:30:00-04:00,176.47999572753906,178.97999572753906,176.1699981689453,177.0218963623047,22986329,0.0,0.0,177.0218963623047,174.0800018310547,True,False,-1.0,-1.0,-1.0,-177.0218963623047,0.0,0.0,-6.50817709767495
2023-09-20 14:30:00-04:00,177.1699981689453,177.77999877929688,176.33999633789062,176.75999450683594,7722325,0.0,0.0,179.13499450683594,176.75999450683594,False,True,1.0,1.0,1.0,176.75999450683594,-0.26190185546875,0.14794884748761497,-6.360228250187335
2023-10-02 09:30:00-04:00,171.22000122070312,174.0399932861328,170.92999267578125,173.3300018310547,12402556,0.0,0.0,173.3300018310547,169.1300048828125,True,False,-1.0,-1.0,-1.0,-173.3300018310547,0.0,0.0,-6.360228250187335
2023-10-13 12:30:00-04:00,179.25999450683594,179.47000122070312,178.22000122070312,178.25999450683594,4418100,0.0,0.0,182.27000427246094,178.25999450683594,False,True,1.0,1.0,1.0,178.25999450683594,4.92999267578125,-2.844281211389203,-9.204509461576539
2023-10-31 14:30:00-04:00,169.94000244140625,170.77000427246094,169.93099975585938,170.64500427246094,3494370,0.0,0.0,170.64500427246094,167.19000244140625,True,False,-1.0,-1.0,-1.0,-170.64500427246094,0.0,0.0,-9.204509461576539
2023-11-24 09:30:00-05:00,190.8699951171875,190.89999389648438,189.3000030517578,189.4600067138672,7873135,0.0,0.0,192.0050048828125,189.4600067138672,False,True,1.0,1.0,1.0,189.4600067138672,18.81500244140625,-11.025814978658978,-20.230324440235517
2023-12-01 11:30:00-05:00,190.83999633789062,191.4501953125,190.60000610351562,191.44500732421875,5188633,0.0,0.0,191.44500732421875,188.3300018310547,True,False,-1.0,-1.0,-1.0,-191.44500732421875,0.0,0.0,-20.230324440235517
2023-12-04 09:30:00-05:00,189.8249969482422,190.0,188.08999633789062,188.16000366210938,10608539,0.0,0.0,191.44500732421875,188.16000366210938,False,True,1.0,1.0,1.0,188.16000366210938,-3.285003662109375,1.7158993634898545,-18.514425076745663
2023-12-05 09:30:00-05:00,190.2100067138672,194.30999755859375,190.17999267578125,193.58999633789062,22073030,0.0,0.0,193.58999633789062,187.97000122070312,True,False,-1.0,-1.0,-1.0,-193.58999633789062,0.0,0.0,-18.514425076745663
2023-12-11 09:30:00-05:00,193.218994140625,193.41000366210938,192.02000427246094,192.11000061035156,18453650,0.0,0.0,195.74000549316406,192.11000061035156,False,True,1.0,1.0,1.0,192.11000061035156,-1.4799957275390625,0.7645001061707177,-17.749924970574945
2023-12-13 09:30:00-05:00,195.08999633789062,196.6300048828125,194.85000610351562,196.5200958251953,12404139,0.0,0.0,196.5200958251953,191.80999755859375,True,False,-1.0,-1.0,-1.0,-196.5200958251953,0.0,0.0,-17.749924970574945
2023-12-18 09:30:00-05:00,196.08999633789062,196.6300048828125,194.41000366210938,195.36500549316406,16633548,0.0,0.0,198.7899932861328,195.36500549316406,False,True,1.0,1.0,1.0,195.36500549316406,-1.15509033203125,0.5877721192741038,-17.162152851300842
2023-12-28 09:30:00-05:00,194.13999938964844,194.66000366210938,193.72999572753906,194.2490997314453,8051158,0.0,0.0,194.2490997314453,191.6385040283203,True,False,-1.0,-1.0,-1.0,-194.2490997314453,0.0,0.0,-17.162152851300842
2024-01-02 09:30:00-05:00,187.80099487304688,188.44000244140625,186.00999450683594,186.1898956298828,21173291,0.0,0.0,194.2490997314453,186.1898956298828,False,True,1.0,1.0,1.0,186.1898956298828,-8.0592041015625,4.14890164881308,-13.013251202487762
2024-01-08 13:30:00-05:00,184.1199951171875,184.875,184.0500030517578,184.83250427246094,3724042,0.0,0.0,184.83250427246094,180.27999877929688,True,False,-1.0,-1.0,-1.0,-184.83250427246094,0.0,0.0,-13.013251202487762
2024-01-16 09:30:00-05:00,182.5,182.85000610351562,180.9340057373047,182.75999450683594,16725135,0.0,0.0,186.13999938964844,182.75999450683594,False,True,1.0,1.0,1.0,182.75999450683594,-2.072509765625,1.1212907457932404,-11.891960456694521
2024-01-18 09:30:00-05:00,186.08999633789062,187.64999389648438,185.8300018310547,187.45010375976562,19756876,0.0,0.0,187.45010375976562,181.6999969482422,True,False,-1.0,-1.0,-1.0,-187.45010375976562,0.0,0.0,-11.891960456694521
2024-01-25 14:30:00-05:00,193.9149932861328,194.1300048828125,193.1125030517578,193.85350036621094,5204479,0.0,0.0,196.0,193.85350036621094,False,True,1.0,1.0,1.0,193.85350036621094,6.4033966064453125,-3.4160539140868376,-15.30801437078136
2024-02-05 10:30:00-05:00,186.6699981689453,187.75999450683594,186.11000061035156,187.25,7579937,0.0,0.0,187.25,183.31500244140625,True,False,-1.0,-1.0,-1.0,-187.25,0.0,0.0,-15.30801437078136
2024-02-12 09:30:00-05:00,188.4149932861328,188.6699981689453,187.44000244140625,187.46859741210938,9188512,0.0,0.0,189.58580017089844,187.46859741210938,False,True,1.0,1.0,1.0,187.46859741210938,0.218597412109375,-0.1167409410463952,-15.424755311827754
2024-02-22 12:30:00-05:00,183.07000732421875,184.11000061035156,183.0,184.0399932861328,4935398,0.0,0.0,184.0399932861328,180.4600067138672,True,False,-1.0,-1.0,-1.0,-184.0399932861328,0.0,0.0,-15.424755311827754
2024-02-26 10:30:00-05:00,181.61000061035156,181.85000610351562,180.74000549316406,180.94000244140625,5659166,0.0,0.0,184.94000244140625,180.94000244140625,False,True,1.0,1.0,1.0,180.94000244140625,-3.0999908447265625,1.6844115180480952,-13.740343793779658
2024-03-08 09:30:00-05:00,169.0,171.8489990234375,168.94000244140625,171.77999877929688,16160343,0.0,0.0,171.77999877929688,168.97000122070312,True,False,-1.0,-1.0,-1.0,-171.77999877929688,0.0,0.0,-13.740343793779658
2024-03-15 09:30:00-04:00,171.0,172.47000122070312,170.56399536132812,170.610107421875,21995996,0.0,0.0,173.84500122070312,170.610107421875,False,True,1.0,1.0,1.0,170.610107421875,-1.169891357421875,0.6810404969934554,-13.059303296786203
2024-03-18 09:30:00-04:00,175.60000610351562,177.5800018310547,174.89059448242188,177.35000610351562,22893626,0.0,0.0,177.35000610351562,170.610107421875,True,False,-1.0,-1.0,-1.0,-177.35000610351562,0.0,0.0,-13.059303296786203
2024-03-21 10:30:00-04:00,175.02999877929688,175.05999755859375,171.8300018310547,172.82130432128906,27939112,0.0,0.0,178.66000366210938,172.82130432128906,False,True,1.0,1.0,1.0,172.82130432128906,-4.5287017822265625,2.553539118337132,-10.50576417844907
2024-03-27 13:30:00-04:00,172.27000427246094,172.82000732421875,172.13999938964844,172.75,3957014,0.0,0.0,172.75,169.81500244140625,True,False,-1.0,-1.0,-1.0,-172.75,0.0,0.0,-10.50576417844907
2024-04-02 09:30:00-04:00,169.05999755859375,169.33999633789062,168.23019409179688,169.0399932861328,11163207,0.0,0.0,173.41000366210938,169.0399932861328,False,True,1.0,1.0,1.0,169.0399932861328,-3.7100067138671875,2.1476160427595876,-8.358148135689483
2024-04-04 09:30:00-04:00,170.2899932861328,171.19000244140625,170.0399932861328,171.00999450683594,9047827,0.0,0.0,171.00999450683594,168.6649932861328,True,False,-1.0,-1.0,-1.0,-171.00999450683594,0.0,0.0,-8.358148135689483
2024-04-08 09:30:00-04:00,169.05999755859375,169.19000244140625,168.24000549316406,168.82000732421875,8279940,0.0,0.0,171.72030639648438,168.82000732421875,False,True,1.0,1.0,1.0,168.82000732421875,-2.1899871826171875,1.2806194099548054,-7.077528725734677
2024-04-11 11:30:00-04:00,169.0010986328125,170.2899932861328,169.0,169.91000366210938,5616006,0.0,0.0,169.91000366210938,167.75,True,False,-1.0,-1.0,-1.0,-169.91000366210938,0.0,0.0,-7.077528725734677
2024-04-16 10:30:00-04:00,171.1999969482422,171.4499969482422,169.02000427246094,169.44500732421875,13407042,0.0,0.0,176.75,169.44500732421875,False,True,1.0,1.0,1.0,169.44500732421875,-0.464996337890625,0.273672136936291,-6.803856588798386
2024-04-23 15:30:00-04:00,166.83999633789062,167.0500030517578,166.7550048828125,166.91000366210938,5719471,0.0,0.0,166.91000366210938,164.36239624023438,True,False,-1.0,-1.0,-1.0,-166.91000366210938,0.0,0.0,-6.803856588798386
2024-05-01 15:30:00-04:00,172.38499450683594,172.38499450683594,169.25,169.2899932861328,9451344,0.0,0.0,174.8699951171875,169.2899932861328,False,True,1.0,1.0,1.0,169.2899932861328,2.3799896240234375,-1.42591191169192,-8.229768500490305
2024-05-03 09:30:00-04:00,186.6699981689453,187.0,182.66000366210938,184.17999267578125,55819788,0.0,0.0,184.17999267578125,169.2899932861328,True,False,-1.0,-1.0,-1.0,-184.17999267578125,0.0,0.0,-8.229768500490305
2024-05-23 09:30:00-04:00,191.0,191.0,188.5050048828125,189.0500030517578,10163386,0.0,0.0,192.71499633789062,189.0500030517578,False,True,1.0,1.0,1.0,189.0500030517578,4.8700103759765625,-2.6441581983062727,-10.873926698796577
2024-05-28 09:30:00-04:00,191.53199768066406,192.99000549316406,190.33999633789062,191.63999938964844,15396828,0.0,0.0,191.63999938964844,186.91000366210938,True,False,-1.0,-1.0,-1.0,-191.63999938964844,0.0,0.0,-10.873926698796577
2024-06-10 13:30:00-04:00,195.44000244140625,196.4499969482422,192.14999389648438,193.16000366210938,23696662,0.0,0.0,196.89999389648438,193.16000366210938,False,True,1.0,1.0,1.0,193.16000366210938,1.5200042724609375,-0.7931560620444469,-11.667082760841025
2024-06-11 09:30:00-04:00,193.66000366210938,201.0449981689453,193.63999938964844,200.89999389648438,41754118,0.0,0.0,200.89999389648438,192.96499633789062,True,False,-1.0,-1.0,-1.0,-200.89999389648438,0.0,0.0,-11.667082760841025
2024-06-20 09:30:00-04:00,213.92999267578125,214.24000549316406,211.47999572753906,211.6385955810547,18864147,0.0,0.0,218.35000610351562,211.6385955810547,False,True,1.0,1.0,1.0,211.6385955810547,10.738601684570312,-5.345247392144511,-17.012330152985534
2024-06-26 10:30:00-04:00,212.3699951171875,213.74000549316406,212.343994140625,213.2100067138672,8758442,0.0,0.0,213.2100067138672,207.11000061035156,True,False,-1.0,-1.0,-1.0,-213.2100067138672,0.0,0.0,-17.012330152985534
2024-06-28 15:30:00-04:00,213.0500030517578,213.60989379882812,210.3000030517578,210.61000061035156,13592315,0.0,0.0,214.63999938964844,210.61000061035156,False,True,1.0,1.0,1.0,210.61000061035156,-2.600006103515625,1.2194578216982535,-15.792872331287281
2024-07-01 09:30:00-04:00,212.1300048828125,215.58999633789062,211.9199981689453,215.22999572753906,14827486,0.0,0.0,215.22999572753906,210.61000061035156,True,False,-1.0,-1.0,-1.0,-215.22999572753906,0.0,0.0,-15.792872331287281
2024-07-17 09:30:00-04:00,230.1300048828125,231.45989990234375,226.63999938964844,227.82000732421875,17630432,0.0,0.0,235.67999267578125,227.82000732421875,False,True,1.0,1.0,1.0,227.82000732421875,12.590011596679688,-5.8495617927797845,-21.642434124067066
2024-07-31 09:30:00-04:00,221.52999877929688,223.44000244140625,220.63999938964844,222.8300018310547,10706115,0.0,0.0,222.8300018310547,216.97999572753906,True,False,-1.0,-1.0,-1.0,-222.8300018310547,0.0,0.0,-21.642434124067066
